"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 00:00","2014","12","01","00:00","","5.5","","2.9","","83","","0.0","","31","","22","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 01:00","2014","12","01","01:00","","4.6","","0.7","","76","","0.0","","31","","21","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 02:00","2014","12","01","02:00","","4.3","","0.3","","75","","0.0","","31","","13","","16.1","","100.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 03:00","2014","12","01","03:00","","3.9","","-0.6","","73","","0.0","","29","","26","","16.1","","100.93","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 04:00","2014","12","01","04:00","","3.1","","-2.1","","69","","0.0","","30","","24","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 05:00","2014","12","01","05:00","","2.5","","-3.6","","64","","0.0","","30","","28","","16.1","","101.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 06:00","2014","12","01","06:00","","2.0","","-4.6","","62","","0.0","","30","","21","","16.1","","101.29","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 07:00","2014","12","01","07:00","","1.8","","-4.7","","62","","0.0","","29","","18","","16.1","","101.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 08:00","2014","12","01","08:00","","1.8","","-4.9","","61","","0.0","","30","","17","","16.1","","101.55","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 09:00","2014","12","01","09:00","","1.6","","-5.6","","59","","0.0","","27","","28","","16.1","","101.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 10:00","2014","12","01","10:00","","1.6","","-7.0","","53","","0.0","","29","","26","","16.1","","101.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 11:00","2014","12","01","11:00","","1.8","","-6.0","","56","","0.0","","28","","28","","16.1","","101.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 12:00","2014","12","01","12:00","","1.6","","-7.7","","50","","0.0","","29","","24","","16.1","","101.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 13:00","2014","12","01","13:00","","2.1","","-7.3","","50","","0.0","","27","","28","","16.1","","101.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 14:00","2014","12","01","14:00","","2.7","","-8.9","","42","","0.0","","30","","30","","16.1","","101.93","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 15:00","2014","12","01","15:00","","0.8","","-10.3","","44","","0.0","","30","","35","","16.1","","102.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 16:00","2014","12","01","16:00","","-0.5","","-11.7","","43","","0.0","","31","","34","","16.1","","102.23","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 17:00","2014","12","01","17:00","","-1.3","","-10.9","","48","","0.0","","29","","26","","16.1","","102.39","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 18:00","2014","12","01","18:00","","-2.7","","-11.8","","50","","0.0","","31","","32","","16.1","","102.56","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 19:00","2014","12","01","19:00","","-2.9","","-11.0","","54","","0.0","","31","","24","","16.1","","102.66","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 20:00","2014","12","01","20:00","","-3.5","","-12.0","","52","","0.0","","32","","21","","16.1","","102.76","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 21:00","2014","12","01","21:00","","-4.0","","-11.7","","55","","0.0","","31","","26","","16.1","","102.86","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 22:00","2014","12","01","22:00","","-4.4","","-11.1","","60","","0.0","","32","","15","","16.1","","102.88","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-01 23:00","2014","12","01","23:00","","-4.6","","-10.4","","64","","0.0","","32","","13","","16.1","","102.92","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 00:00","2014","12","02","00:00","","-4.7","","-12.3","","56","","0.0","","36","","21","","16.1","","102.91","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 01:00","2014","12","02","01:00","","-5.9","","-12.1","","62","","0.0","","5","","18","","16.1","","102.93","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 02:00","2014","12","02","02:00","","-6.3","","-14.6","","52","","0.0","","1","","17","","16.1","","102.94","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 03:00","2014","12","02","03:00","","-7.4","","-14.7","","56","","0.0","","6","","21","","16.1","","102.95","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 04:00","2014","12","02","04:00","","-8.1","","-16.9","","50","","0.0","","4","","18","","16.1","","102.91","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 05:00","2014","12","02","05:00","","-8.2","","-14.2","","62","","0.0","","4","","22","","16.1","","102.90","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 06:00","2014","12","02","06:00","","-7.2","","-12.5","","66","","0.0","","4","","18","","16.1","","102.88","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 07:00","2014","12","02","07:00","","-6.7","","-11.9","","67","","0.0","","5","","13","","16.1","","102.83","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 08:00","2014","12","02","08:00","","-4.0","","-8.3","","72","","0.0","","9","","24","","16.1","","102.77","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 09:00","2014","12","02","09:00","","-2.8","","-6.0","","79","","0.0","","11","","22","","16.1","","102.67","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 10:00","2014","12","02","10:00","","-3.1","","-4.3","","91","","0.0","","7","","34","","16.1","","102.56","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 11:00","2014","12","02","11:00","","-2.7","","-6.1","","77","","0.0","","9","","34","","16.1","","102.44","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 12:00","2014","12","02","12:00","","-2.8","","-4.5","","88","","0.0","","7","","43","","16.1","","102.26","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 13:00","2014","12","02","13:00","","-2.9","","-4.3","","90","","0.0","","7","","41","","16.1","","102.01","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 14:00","2014","12","02","14:00","","-1.5","","-3.1","","89","","0.0","","7","","41","","16.1","","101.88","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 15:00","2014","12","02","15:00","","-0.4","","-4.6","","73","","0.0","","9","","26","","16.1","","101.75","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 16:00","2014","12","02","16:00","","-0.1","","-3.9","","76","","0.0","","9","","30","","16.1","","101.65","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 17:00","2014","12","02","17:00","","-0.2","","-2.3","","86","","0.0","","9","","30","","4.0","","101.50","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 18:00","2014","12","02","18:00","","-0.1","","-1.5","","90","","0.0","","10","","22","","16.1","","101.42","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 19:00","2014","12","02","19:00","","0.7","","-1.5","","85","","0.0","","10","","22","","16.1","","101.26","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 20:00","2014","12","02","20:00","","1.2","","0.1","","92","","0.0","","11","","18","","16.1","","101.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 21:00","2014","12","02","21:00","","1.6","","0.4","","92","","0.0","","15","","17","","16.1","","101.06","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 22:00","2014","12","02","22:00","","1.7","","1.1","","96","","0.0","","16","","11","","4.8","","100.94","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-02 23:00","2014","12","02","23:00","","1.9","","1.3","","96","","0.0","","15","","11","","4.8","","100.89","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 00:00","2014","12","03","00:00","","2.5","","1.9","","96","","0.0","","20","","15","","4.8","","100.82","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 01:00","2014","12","03","01:00","","2.4","","2.0","","97","","0.0","","22","","24","","2.0","","100.71","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 02:00","2014","12","03","02:00","","2.2","","1.5","","95","","0.0","","23","","24","","9.7","","100.67","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 03:00","2014","12","03","03:00","","2.5","","1.5","","93","","0.2","","23","","32","","16.1","","100.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 04:00","2014","12","03","04:00","","2.5","","1.5","","93","","0.0","","24","","24","","9.7","","100.58","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 05:00","2014","12","03","05:00","","2.5","","1.3","","92","","0.0","","24","","26","","6.4","","100.57","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 06:00","2014","12","03","06:00","","2.2","","0.4","","88","","0.0","","24","","32","","12.9","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 07:00","2014","12","03","07:00","","1.9","","-0.4","","85","","0.0","","25","","28","","14.5","","100.59","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 08:00","2014","12","03","08:00","","1.8","","-0.6","","84","","0.0","","24","","30","","14.5","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 09:00","2014","12","03","09:00","","1.8","","-0.5","","85","","0.0","","25","","24","","11.3","","100.56","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 10:00","2014","12","03","10:00","","2.0","","-0.4","","84","","0.0","","24","","30","","11.3","","100.55","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 11:00","2014","12","03","11:00","","2.3","","0.2","","86","","0.0","","23","","28","","9.7","","100.56","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 12:00","2014","12","03","12:00","","2.7","","-0.3","","81","","0.0","","24","","35","","14.5","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 13:00","2014","12","03","13:00","","2.9","","-0.7","","77","","0.0","","24","","45","","16.1","","100.46","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 14:00","2014","12","03","14:00","","3.5","","-0.8","","73","","0.0","","25","","39","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 15:00","2014","12","03","15:00","","2.0","","-0.1","","86","","0.0","","25","","30","","14.5","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 16:00","2014","12","03","16:00","","2.2","","-1.1","","79","","0.0","","25","","35","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 17:00","2014","12","03","17:00","","2.0","","-0.8","","82","","0.0","","25","","30","","16.1","","100.82","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 18:00","2014","12","03","18:00","","2.0","","-1.5","","78","","0.0","","26","","34","","16.1","","100.93","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 19:00","2014","12","03","19:00","","1.9","","-1.6","","78","","0.0","","25","","30","","16.1","","101.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 20:00","2014","12","03","20:00","","1.6","","-1.4","","81","","0.0","","24","","30","","16.1","","101.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 21:00","2014","12","03","21:00","","1.6","","-2.4","","75","","0.0","","25","","28","","16.1","","101.14","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 22:00","2014","12","03","22:00","","1.6","","-4.4","","64","","0.0","","27","","30","","16.1","","101.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-03 23:00","2014","12","03","23:00","","1.5","","-5.4","","60","","0.0","","26","","37","","16.1","","101.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 00:00","2014","12","04","00:00","","0.6","","-8.1","","52","","0.0","","27","","39","","16.1","","101.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 01:00","2014","12","04","01:00","","-0.3","","-6.9","","61","","0.0","","27","","32","","16.1","","101.40","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 02:00","2014","12","04","02:00","","-0.9","","-6.2","","67","","0.0","","26","","24","","16.1","","101.50","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 03:00","2014","12","04","03:00","","-1.4","","-6.5","","69","","0.0","","27","","17","","16.1","","101.57","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 04:00","2014","12","04","04:00","","-1.6","","-6.9","","68","","0.0","","26","","21","","16.1","","101.63","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 05:00","2014","12","04","05:00","","-1.6","","-6.0","","72","","0.0","","26","","21","","16.1","","101.69","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 06:00","2014","12","04","06:00","","-1.7","","-6.6","","70","","0.0","","25","","24","","16.1","","101.78","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 07:00","2014","12","04","07:00","","-2.6","","-6.9","","72","","0.0","","25","","28","","16.1","","101.91","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 08:00","2014","12","04","08:00","","-2.5","","-6.6","","73","","0.0","","25","","22","","16.1","","101.98","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 09:00","2014","12","04","09:00","","-1.4","","-6.7","","67","","0.0","","25","","22","","16.1","","102.06","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 10:00","2014","12","04","10:00","","-0.4","","-7.5","","59","","0.0","","25","","21","","16.1","","102.14","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2014-12-04 11:00","2014","12","04","11:00","","0.4","","-9.0","","49","","0.0","","27","","22","","16.1","","102.18","","","","","","NA"
