"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 00:00","2016","06","01","00:00","","17.5","","8.5","","55","","0.0","","5","","22","","16.1","","101.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 01:00","2016","06","01","01:00","","16.2","","8.8","","61","","0.0","","7","","24","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 02:00","2016","06","01","02:00","","15.5","","7.0","","57","","0.0","","6","","34","","16.1","","101.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 03:00","2016","06","01","03:00","","14.7","","7.8","","63","","0.0","","6","","21","","16.1","","101.12","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 04:00","2016","06","01","04:00","","14.1","","7.5","","64","","0.0","","6","","28","","16.1","","101.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 05:00","2016","06","01","05:00","","13.5","","8.0","","69","","0.0","","6","","22","","16.1","","101.21","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 06:00","2016","06","01","06:00","","13.8","","8.5","","70","","0.0","","6","","22","","16.1","","101.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 07:00","2016","06","01","07:00","","14.1","","8.0","","67","","0.0","","6","","21","","16.1","","101.25","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 08:00","2016","06","01","08:00","","14.5","","8.7","","68","","0.0","","7","","24","","16.1","","101.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 09:00","2016","06","01","09:00","","14.7","","9.0","","68","","0.0","","8","","21","","16.1","","101.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2016-06-01 10:00","2016","06","01","10:00","","14.5","","9.6","","72","","0.0","","8","","24","","16.1","","101.15","","","","","","NA"
