"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 00:00","2024","12","01","00:00","","-2.7","","-7.0","","72","","0.0","","24","","30","","16.1","","100.45","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 01:00","2024","12","01","01:00","","-2.5","","-6.9","","72","","0.0","","25","","28","","16.1","","100.44","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 02:00","2024","12","01","02:00","","-2.5","","-6.8","","73","","0.0","","25","","28","","16.1","","100.45","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 03:00","2024","12","01","03:00","","-2.3","","-6.6","","72","","0.0","","26","","24","","16.1","","100.45","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 04:00","2024","12","01","04:00","","-2.1","","-6.3","","73","","0.0","","25","","30","","16.1","","100.42","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 05:00","2024","12","01","05:00","","-2.1","","-6.2","","73","","0.0","","25","","28","","16.1","","100.43","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 06:00","2024","12","01","06:00","","-2.1","","-6.3","","73","","0.0","","25","","30","","16.1","","100.45","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 07:00","2024","12","01","07:00","","-2.3","","-6.1","","75","","0.0","","24","","28","","16.1","","100.48","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 08:00","2024","12","01","08:00","","-2.5","","-5.9","","78","","0.0","","25","","26","","16.1","","100.49","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 09:00","2024","12","01","09:00","","-2.1","","-5.9","","75","","0.0","","24","","28","","16.1","","100.52","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 10:00","2024","12","01","10:00","","-1.7","","-5.9","","73","","0.0","","24","","22","","16.1","","100.53","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 11:00","2024","12","01","11:00","","0.0","","-6.1","","64","","0.0","","27","","30","","16.1","","100.52","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 12:00","2024","12","01","12:00","","2.5","","-5.2","","57","","0.0","","26","","30","","16.1","","100.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 13:00","2024","12","01","13:00","","1.5","","-5.0","","62","","0.0","","26","","30","","16.1","","100.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 14:00","2024","12","01","14:00","","1.0","","-5.6","","62","","0.0","","24","","35","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 15:00","2024","12","01","15:00","","1.6","","-4.9","","62","","0.0","","25","","35","","16.1","","100.51","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 16:00","2024","12","01","16:00","","0.7","","-3.6","","73","","0.0","","24","","32","","16.1","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 17:00","2024","12","01","17:00","","0.1","","-3.8","","75","","0.0","","25","","28","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 18:00","2024","12","01","18:00","","-0.4","","-3.6","","79","","0.0","","26","","22","","16.1","","100.69","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 19:00","2024","12","01","19:00","","-0.8","","-3.7","","81","","0.0","","28","","17","","16.1","","100.75","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 20:00","2024","12","01","20:00","","-1.1","","-4.0","","81","","0.0","","27","","15","","16.1","","100.78","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 21:00","2024","12","01","21:00","","-1.5","","-3.8","","84","","0.0","","27","","13","","16.1","","100.79","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 22:00","2024","12","01","22:00","","-1.7","","-4.1","","84","","0.0","","27","","13","","16.1","","100.82","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-01 23:00","2024","12","01","23:00","","-1.6","","-3.6","","86","","0.0","","28","","11","","16.1","","100.83","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 00:00","2024","12","02","00:00","","-1.1","","-3.5","","84","","0.0","","29","","15","","16.1","","100.85","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 01:00","2024","12","02","01:00","","-1.2","","-3.6","","84","","0.0","","30","","13","","16.1","","100.85","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 02:00","2024","12","02","02:00","","-1.7","","-4.4","","82","","0.0","","31","","9","","16.1","","100.88","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 03:00","2024","12","02","03:00","","-2.4","","-5.4","","80","","0.0","","32","","11","","16.1","","100.97","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 04:00","2024","12","02","04:00","","-2.8","","-5.5","","82","","0.0","","31","","8","","16.1","","100.96","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 05:00","2024","12","02","05:00","","-2.8","","-5.5","","82","","0.0","","32","","8","","16.1","","101.04","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 06:00","2024","12","02","06:00","","-3.2","","-5.7","","83","","0.0","","27","","9","","16.1","","101.08","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-12-02 07:00","2024","12","02","07:00","","-3.2","","-6.2","","80","","0.0","","28","","11","","16.1","","101.12","","","","-7","","NA"
