"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 00:00","2017","01","01","00:00","","1.5","","-3.6","","69","","0.0","","26","","39","","16.1","","99.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 01:00","2017","01","01","01:00","","1.5","","-3.9","","67","","0.0","","27","","35","","16.1","","100.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 02:00","2017","01","01","02:00","","1.0","","-4.3","","68","","0.0","","26","","32","","16.1","","100.14","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 03:00","2017","01","01","03:00","","1.2","","-4.3","","67","","0.0","","26","","37","","16.1","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 04:00","2017","01","01","04:00","","1.3","","-4.4","","66","","0.0","","26","","28","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 05:00","2017","01","01","05:00","","1.0","","-4.1","","69","","0.0","","23","","30","","16.1","","100.55","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 06:00","2017","01","01","06:00","","0.7","","-4.4","","69","","0.0","","24","","35","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 07:00","2017","01","01","07:00","","0.0","","-4.8","","70","","0.0","","24","","28","","16.1","","100.79","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 08:00","2017","01","01","08:00","","-0.3","","-5.3","","69","","0.0","","25","","26","","16.1","","100.93","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2017-01-01 09:00","2017","01","01","09:00","","-0.1","","-5.5","","67","","0.0","","27","","26","","16.1","","101.06","","","","-6","","NA"
