id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
27384,2026-01-23,15:56,Friday,BATHURST STATION,MUIS,0,0,None,BD,0
27385,2026-01-23,16:05,Friday,ST CLAIR WEST STATION,MUPAA,4,7,N,YU,6106
27386,2026-01-23,16:19,Friday,DUFFERIN STATION,MUIRS,0,0,None,BD,0
27387,2026-01-23,16:28,Friday,DAVISVILLE BUILD UP,PUSIS,3,6,S,YU,5701
27388,2026-01-23,16:54,Friday,BATHURST STATION,PUMEL,0,0,None,BD,0
27389,2026-01-23,16:58,Friday,YORKDALE STATION,MUWEA,5,8,S,YU,5446
27390,2026-01-23,17:23,Friday,ROSEDALE STATION,MUIR,6,8,N,YU,5646
27391,2026-01-23,17:55,Friday,ST CLAIR WEST STATION,MUD,0,0,S,YU,5471
27392,2026-01-23,17:56,Friday,BLOOR STATION,MUPAA,3,5,N,YU,5426
27393,2026-01-23,18:05,Friday,FINCH STATION,MUIS,0,0,None,YU,0
27394,2026-01-23,18:17,Friday,DAVISVILLE YARD,TUCC,0,0,None,YU,0
27395,2026-01-23,18:24,Friday,LAWRENCE STATION,EUBK,54,56,N,YU,5456
27396,2026-01-23,18:41,Friday,SHERBOURNE STATION,MUO,4,6,E,BD,5325
27397,2026-01-23,19:07,Friday,ST GEORGE YUS STATION,SUDP,8,10,S,YU,5941
27398,2026-01-23,19:11,Friday,BROADVIEW STATION,MUIS,0,0,None,BD,0
27399,2026-01-23,19:20,Friday,ST ANDREW STATION,SUDP,7,9,S,YU,5941
27400,2026-01-23,19:30,Friday,QUEEN STATION,SUUT,0,0,N,YU,0
27401,2026-01-23,19:42,Friday,PAPE STATION,MUSAN,3,6,E,BD,5227
27402,2026-01-23,20:02,Friday,ST ANDREW STATION,MUI,10,12,S,YU,5804
27403,2026-01-23,20:13,Friday,TMU STATION,SUO,0,0,None,YU,0
27404,2026-01-23,21:11,Friday,KEELE STATION,PUMEL,0,0,None,BD,0
27405,2026-01-23,21:30,Friday,VMC STATION,SUAE,0,0,None,YU,0
27406,2026-01-23,21:55,Friday,UNION STATION,SUO,0,0,None,YU,0
27407,2026-01-23,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27408,2026-01-23,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27409,2026-01-23,22:05,Friday,YONGE BD STATION,SUPOL,3,8,W,BD,5122
27410,2026-01-23,22:14,Friday,TMU STATION,SUDP,0,0,None,None,0
27411,2026-01-23,22:15,Friday,PIONEER VILLAGE STATIO,PUMEL,0,0,None,YU,0
27412,2026-01-23,22:17,Friday,DAVISVILLE STATION,SUDP,4,7,N,YU,5556
27413,2026-01-23,22:39,Friday,WELLESLEY STATION,SUAE,0,0,None,YU,0
27414,2026-01-23,22:55,Friday,ST GEORGE YUS STATION,SUDP,8,13,N,YU,5541
27415,2026-01-23,23:17,Friday,KENNEDY BD STATION,MUIR,3,8,W,YU,5356
27416,2026-01-23,23:29,Friday,ST ANDREW TO ST GEORGE,MUO,0,0,None,YU,0
27417,2026-01-23,23:43,Friday,BROADVIEW STATION,MUPAA,0,0,W,BD,5031
27418,2026-01-23,23:53,Friday,WARDEN STATION,MUSC,0,0,E,BD,5156
27419,2026-01-23,00:43,Friday,KING STATION,MUIRS,0,0,N,YU,0
27420,2026-01-23,00:53,Friday,WOODBINE STATION,SUO,3,8,E,BD,5220
27421,2026-01-23,01:04,Friday,ST GEORGE YUS STATION,SUDP,5,10,None,YU,6086
27422,2026-01-23,01:08,Friday,VMC STATION,EUBK,5,10,S,YU,5611
27423,2026-01-23,01:08,Friday,VMC STATION,TUO,5,10,S,YU,5611
27424,2026-01-23,01:34,Friday,WARDEN STATION,MUTO,5,10,W,BD,5230
27425,2026-01-23,01:34,Friday,MAIN STREET STATION,MUIRS,0,0,E,BD,0
27426,2026-01-23,01:38,Friday,SPADINA BD STATION,SUDP,0,0,E,BD,5251
27427,2026-01-23,01:41,Friday,SPADINA YUS STATION,SUO,0,0,N,YU,5811
27428,2026-01-23,01:43,Friday,BATHURST STATION,MUPAA,0,0,W,BD,5122
27429,2026-01-23,01:52,Friday,ST GEORGE BD STATION,MUPAA,0,0,E,BD,5206
27430,2026-01-23,15:00,Friday,SHEPPARD-YONGE STATION,TUCC,5,10,E,SHP,6176
27431,2026-01-24,02:13,Saturday,PIONEER VILLAGE STATIO,MUIS,0,0,N,YU,5811
27432,2026-01-24,02:43,Saturday,LAWRENCE STATION,MUIS,0,0,None,YU,0
27433,2026-01-24,04:58,Saturday,GREENWOOD CARHOUSE,MUO,0,0,None,BD,5249
27434,2026-01-24,05:50,Saturday,LINE 1 YONGE-UNIVERSIT,MUCP,0,0,None,YU,0
27435,2026-01-24,06:22,Saturday,SPADINA BD STATION,TUS,3,8,E,BD,5245
27436,2026-01-24,07:00,Saturday,KENNEDY BD STATION,PUSNT,3,8,E,BD,5088
27437,2026-01-24,07:13,Saturday,YONGE BD STATION,SUDP,0,0,None,BD,0
27438,2026-01-24,07:35,Saturday,WARDEN STATION,PUSIS,3,8,E,BD,5251
27439,2026-01-24,07:42,Saturday,WARDEN STATION,PUSIS,3,8,E,BD,5043
27440,2026-01-24,07:45,Saturday,VMC STATION,EUBK,5,10,S,YU,5611
27441,2026-01-24,08:09,Saturday,CHRISTIE STATION,TUS,3,8,E,BD,5245
27442,2026-01-24,08:20,Saturday,QUEEN STATION,EUNT,3,8,N,YU,5466
27443,2026-01-24,08:29,Saturday,VICTORIA PARK STATION,PUSIS,3,8,W,BD,5231
27444,2026-01-24,08:37,Saturday,EGLINTON STATION,MUPLB,35,41,N,YU,6041
27445,2026-01-24,08:50,Saturday,UNION STATION,MUIS,0,0,None,YU,0
27446,2026-01-24,09:15,Saturday,OSSINGTON STATION,MUIE,3,8,W,BD,5088
27447,2026-01-24,09:28,Saturday,KEELE STATION,PUEO,0,0,W,BD,5044
27448,2026-01-24,10:46,Saturday,GREENWOOD STATION,TUNIP,6,10,E,BD,5183
27449,2026-01-24,10:49,Saturday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5187
27450,2026-01-24,11:09,Saturday,WARDEN STATION,EUSC,0,0,W,BD,5280
27451,2026-01-24,11:13,Saturday,BAY STATION,MUDD,10,15,E,BD,5220
27452,2026-01-24,11:59,Saturday,LINE 2 BLOOR DANFORTH,MUO,0,0,None,BD,0
27453,2026-01-24,12:04,Saturday,GREENWOOD CARHOUSE,MUIE,0,0,None,None,0
27454,2026-01-24,12:29,Saturday,CHRISTIE STATION,SUO,0,0,E,BD,0
27455,2026-01-24,12:36,Saturday,BAY STATION,PUMEL,0,0,None,BD,0
27456,2026-01-24,12:41,Saturday,WOODBINE STATION,EUSC,0,0,E,BD,5263
27457,2026-01-24,12:42,Saturday,YONGE BD STATION,PUMEL,0,0,None,BD,0
27458,2026-01-24,12:59,Saturday,BAY STATION,PUMEL,0,0,None,BD,0
27459,2026-01-24,13:06,Saturday,RUNNYMEDE STATION,TUMVS,4,8,W,BD,5189
27460,2026-01-24,13:12,Saturday,OLD MILL STATION,TUO,4,8,W,BD,5189
27461,2026-01-24,13:47,Saturday,WARDEN STATION,MUSC,0,0,E,BD,5156
27462,2026-01-24,15:41,Saturday,YONGE BD STATION,PUTDN,9,13,E,BD,5170
27463,2026-01-24,15:46,Saturday,YONGE BD STATION,MUSC,0,0,E,BD,5170
27464,2026-01-24,16:00,Saturday,FINCH WEST STATION,SUDP,0,0,None,YU,0
27465,2026-01-24,16:39,Saturday,UNION STATION,SUO,0,0,None,YU,0
27466,2026-01-24,16:49,Saturday,ST GEORGE YUS STATION,MUIR,3,8,S,YU,5816
27467,2026-01-24,16:54,Saturday,NORTH YORK CTR STATION,MUIRS,0,0,N,YU,5656
27468,2026-01-24,16:58,Saturday,KING STATION,SUDP,5,11,N,YU,6066
27469,2026-01-24,17:04,Saturday,YORK UNIVERSITY STATIO,MUPAA,0,0,N,YU,5666
27470,2026-01-24,17:44,Saturday,LAWRENCE WEST STATION,PUOPO,0,0,S,YU,5776
27471,2026-01-24,17:44,Saturday,OLD MILL STATION,EUSC,0,0,E,BD,5263
27472,2026-01-24,18:18,Saturday,ST GEORGE YUS STATION,EUDO,7,12,N,YU,5811
27473,2026-01-24,18:55,Saturday,UNION STATION,SUAP,0,0,None,YU,0
27474,2026-01-24,19:32,Saturday,BLOOR STATION,PUMST,0,0,None,YU,0
27475,2026-01-24,19:42,Saturday,ROSEDALE STATION,SUUT,15,21,S,YU,5896
27476,2026-01-24,20:15,Saturday,YORK UNIVERSITY STATIO,SUDP,6,11,N,YU,5641
27477,2026-01-24,20:29,Saturday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27478,2026-01-24,20:30,Saturday,ISLINGTON STATION,MUIS,0,0,None,BD,0
27479,2026-01-24,20:32,Saturday,COXWELL STATION,MUIR,0,0,E,BD,5251
27480,2026-01-24,20:37,Saturday,YORKDALE STATION,SUO,3,8,S,YU,5776
27481,2026-01-24,20:42,Saturday,SHEPPARD WEST STATION,SUO,4,9,N,YU,5421
27482,2026-01-24,21:13,Saturday,KIPLING STATION,SUPOL,0,0,W,BD,5364
27483,2026-01-24,21:25,Saturday,SHEPPARD STATION,SUO,0,0,None,YU,0
27484,2026-01-24,21:33,Saturday,GREENWOOD CAR HOUSE,SUG,0,0,None,None,5339
27485,2026-01-24,21:50,Saturday,ROSEDALE STATION,MUPAA,0,0,N,YU,6071
27486,2026-01-24,22:00,Saturday,YONGE UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27487,2026-01-24,22:07,Saturday,KENNEDY BD STATION,MUPLC,0,0,None,BD,0
27488,2026-01-24,22:20,Saturday,HIGH PARK STATION,SUG,0,0,None,BD,0
27489,2026-01-24,22:25,Saturday,VICTORIA PARK STATION,PUMEL,0,0,W,BD,5157
27490,2026-01-24,00:04,Saturday,WELLESLEY STATION,SUUT,9,15,S,YU,5876
27491,2026-01-24,00:08,Saturday,LAWRENCE STATION,SUDP,0,0,N,YU,5731
27492,2026-01-24,00:12,Saturday,KING STATION,MUIRS,0,0,None,YU,0
27493,2026-01-24,00:17,Saturday,FINCH STATION,SUDP,0,0,None,YU,0
27494,2026-01-24,00:30,Saturday,KIPLING STATION,EUSC,0,0,E,BD,5170
27495,2026-01-24,00:43,Saturday,SHEPPARD WEST STATION,SUDP,0,0,None,YU,0
27496,2026-01-24,00:48,Saturday,CEDARVALE YU STATION,MUIS,0,0,None,YU,0
27497,2026-01-24,00:50,Saturday,QUEEN STATION,SUDP,0,0,None,YU,0
27498,2026-01-24,01:07,Saturday,DONLANDS STATION,SUUT,0,0,E,BD,0
27499,2026-01-24,09:52,Saturday,SHEPPARD-YONGE STATION,SUDP,0,0,None,SHP,0
27500,2026-01-24,10:30,Saturday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6151
27501,2026-01-24,16:14,Saturday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6161
27502,2026-01-24,16:26,Saturday,BESSARION STATION,PUOPO,5,10,E,SHP,6161
27503,2026-01-24,16:28,Saturday,BAYVIEW STATION,TUMVS,5,10,W,SHP,6176
27504,2026-01-24,16:32,Saturday,LESLIE STATION,PUOPO,4,9,E,SHP,6161
27505,2026-01-24,18:20,Saturday,SHEPPARD-YONGE STATION,EUBO,5,10,W,SHP,6156
27506,2026-01-24,23:19,Saturday,SHEPPARD-YONGE STATION,MUIR,5,10,None,SHP,6196
27507,2026-01-25,02:11,Sunday,BATHURST STATION,MUIS,0,0,None,BD,0
27508,2026-01-25,02:15,Sunday,UNION STATION,MUIS,0,0,None,YU,0
27509,2026-01-25,02:17,Sunday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5251
27510,2026-01-25,02:21,Sunday,KENNEDY BD STATION,MUI,0,0,W,BD,5210
27511,2026-01-25,02:48,Sunday,FINCH STATION,MUIS,0,0,None,YU,0
27512,2026-01-25,06:16,Sunday,SPADINA BD STATION,SUO,0,0,E,BD,5217
27513,2026-01-25,06:34,Sunday,QUEEN'S PARK STATION,PUTWZ,0,0,N,YU,0
27514,2026-01-25,06:53,Sunday,SHEPPARD WEST STATION,EUBO,5,10,N,YU,5771
27515,2026-01-25,07:30,Sunday,ST PATRICK STATION,MUNCA,0,0,None,YU,0
27516,2026-01-25,08:22,Sunday,SHEPPARD WEST STATION,SUG,5,10,S,YU,5401
27517,2026-01-25,08:27,Sunday,MUSEUM STATION,PUTO,18,0,N,YU,5461
27518,2026-01-25,08:38,Sunday,GREENWOOD STATION,MUWEA,4,8,E,BD,5053
27519,2026-01-25,09:32,Sunday,WILSON STATION,MUCL,5,10,S,YU,5851
27520,2026-01-25,09:35,Sunday,FINCH STATION,PUMST,0,0,None,YU,0
27521,2026-01-25,10:43,Sunday,WILSON STATION,TUNOA,0,0,S,YU,0
27522,2026-01-25,11:00,Sunday,LAWRENCE WEST STATION,TUO,10,15,N,YU,5681
27523,2026-01-25,11:12,Sunday,WILSON STATION,TUOS,4,8,S,YU,6026
27524,2026-01-25,11:32,Sunday,DOWNSVIEW PARK STATION,TUNCA,0,0,None,YU,0
27525,2026-01-25,11:35,Sunday,KIPLING STATION,PUSIS,8,12,E,BD,5245
27526,2026-01-25,11:35,Sunday,WELLESLEY STATION,SUAP,5,10,N,YU,5646
27527,2026-01-25,12:08,Sunday,WILSON STATION,MUWEA,4,8,S,YU,5496
27528,2026-01-25,12:12,Sunday,YORKDALE STATION,MUWEA,4,8,S,YU,5496
27529,2026-01-25,12:25,Sunday,QUEEN STATION,MUIS,0,0,S,YU,0
27530,2026-01-25,12:38,Sunday,ST GEORGE YUS STATION,MUTO,7,11,N,YU,5931
27531,2026-01-25,12:48,Sunday,MAIN STREET STATION,MUSC,0,0,W,BD,5297
27532,2026-01-25,12:55,Sunday,NORTH YORK CTR STATION,PUOPO,4,8,N,YU,0
27533,2026-01-25,13:04,Sunday,NORTH YORK CTR STATION,PUOPO,6,10,N,YU,6086
27534,2026-01-25,13:08,Sunday,MAIN STREET STATION,MUSC,0,0,W,BD,5213
27535,2026-01-25,13:08,Sunday,KIPLING STATION,PUSIS,21,25,W,BD,5128
27536,2026-01-25,13:10,Sunday,NORTH YORK CTR STATION,MUPAA,6,10,N,YU,5681
27537,2026-01-25,13:14,Sunday,COXWELL STATION,MUSC,0,0,W,BD,5231
27538,2026-01-25,13:20,Sunday,PIONEER VILLAGE STATIO,MUIRS,0,0,None,YU,0
27539,2026-01-25,13:26,Sunday,KING STATION,MUI,6,10,S,YU,5581
27540,2026-01-25,13:27,Sunday,COXWELL STATION,MUWEA,5,9,W,BD,5344
27541,2026-01-25,13:34,Sunday,WARDEN STATION,PUSIS,0,0,E,BD,5206
27542,2026-01-25,13:37,Sunday,YONGE BD STATION,SUO,0,0,None,BD,0
27543,2026-01-25,13:38,Sunday,BATHURST STATION,MUIRS,0,0,W,BD,5127
27544,2026-01-25,13:46,Sunday,MUSEUM STATION,PUATC,3,7,S,YU,6066
27545,2026-01-25,13:49,Sunday,ROYAL YORK STATION,MUSC,0,0,E,BD,5245
27546,2026-01-25,13:54,Sunday,WARDEN STATION,PUSIS,3,7,E,BD,5201
27547,2026-01-25,14:20,Sunday,LANSDOWNE STATION,MUSC,0,0,E,BD,5087
27548,2026-01-25,14:31,Sunday,DUFFERIN STATION,MUSC,0,0,E,BD,5263
27549,2026-01-25,14:43,Sunday,DUFFERIN STATION,MUSC,0,0,E,BD,5051
27550,2026-01-25,14:44,Sunday,CEDARVALE YU STATION,SUAP,6,10,S,YU,6071
27551,2026-01-25,14:49,Sunday,EGLINTON STATION,MUIRS,6,10,N,YU,5536
27552,2026-01-25,14:51,Sunday,KIPLING STATION,PUSIS,0,0,E,BD,5170
27553,2026-01-25,14:58,Sunday,OSSINGTON STATION,MUSC,0,0,E,BD,5058
27554,2026-01-25,15:03,Sunday,DAVISVILLE STATION,MUWEA,8,12,N,YU,5646
27555,2026-01-25,15:15,Sunday,LAWRENCE WEST STATION,MUWEA,4,8,N,YU,5856
27556,2026-01-25,15:21,Sunday,VICTORIA PARK STATION,PUTIS,661,665,E,BD,5344
27557,2026-01-25,15:28,Sunday,WARDEN STATION,PUTIS,0,0,W,BD,5263
27558,2026-01-25,15:29,Sunday,TMU STATION,MUIRS,0,0,N,YU,0
27559,2026-01-25,15:39,Sunday,ST CLAIR STATION TO DA,PUTIS,17,21,N,YU,6076
27560,2026-01-25,15:43,Sunday,RUNNYMEDE STATION,MUSC,0,0,E,BD,5129
27561,2026-01-25,16:02,Sunday,KEELE STATION,PUTIS,41,45,W,BD,5210
27562,2026-01-25,16:04,Sunday,YORKDALE STATION,MUWEA,3,7,S,YU,5876
27563,2026-01-25,16:12,Sunday,GLENCAIRN STATION,PUTIS,622,626,N,YU,6051
27564,2026-01-25,16:22,Sunday,KEELE STATION,MUWEA,25,29,W,BD,5210
27565,2026-01-25,16:25,Sunday,LAWRENCE STATION,PUMEL,0,0,None,YU,0
27566,2026-01-25,16:27,Sunday,HIGH PARK STATION,PUSIS,0,0,E,BD,5117
27567,2026-01-25,16:31,Sunday,SUMMERHILL STATION,PUTIS,5,10,N,YU,5646
27568,2026-01-25,16:46,Sunday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27569,2026-01-25,16:47,Sunday,HIGH PARK STATION,PUSIS,0,0,E,BD,5215
27570,2026-01-25,16:54,Sunday,ISLINGTON STATION,PUSIS,0,0,E,BD,5051
27571,2026-01-25,17:17,Sunday,KENNEDY BD STATION,PUSIS,0,0,E,BD,5170
27572,2026-01-25,17:23,Sunday,YORKDALE STATION (APPR,PUTIS,5,10,N,YU,6056
27573,2026-01-25,17:25,Sunday,YONGE 1,TUNCA,0,0,None,YU,0
27574,2026-01-25,17:32,Sunday,EGLINTON AND BLOOR STA,PUTIS,504,508,N,YU,5536
27575,2026-01-25,17:33,Sunday,QUEEN STATION,TUNCA,0,0,None,YU,0
27576,2026-01-25,17:34,Sunday,CEDARVALE YU STATION,TUNCA,0,0,None,YU,0
27577,2026-01-25,17:34,Sunday,COXWELL STATION,TUNCA,0,0,None,BD,0
27578,2026-01-25,17:35,Sunday,OSGOODE STATION,TUNCA,0,0,None,YU,0
27579,2026-01-25,17:37,Sunday,BROADVIEW STATION,TUNCA,0,0,None,BD,0
27580,2026-01-25,18:10,Sunday,BLOOR STATION,TUNCA,0,0,None,YU,0
27581,2026-01-25,18:15,Sunday,DUPONT STATION,TUNCA,0,0,None,YU,0
27582,2026-01-25,18:20,Sunday,SHERBOURNE STATION,TUNCA,0,0,None,BD,0
27583,2026-01-25,18:20,Sunday,DUPONT STATION,TUNCA,0,0,None,YU,0
27584,2026-01-25,18:32,Sunday,KIPLING STATION,PUTIS,441,445,W,BD,5044
27585,2026-01-25,18:40,Sunday,EGLINTON STATION,TUNCA,0,0,None,YU,0
27586,2026-01-25,18:43,Sunday,UNION STATION TOWARDS,MUPAA,0,0,N,YU,6016
27587,2026-01-25,18:49,Sunday,ST CLAIR STATION,SUAP,0,0,None,YU,0
27588,2026-01-25,18:56,Sunday,KEELE STATION,PUTIS,41,45,W,BD,5031
27589,2026-01-25,19:00,Sunday,ISLINGTON STATION,PUTIS,14,18,W,BD,5306
27590,2026-01-25,19:05,Sunday,BLOOR STATION,SUDP,4,8,N,YU,6016
27591,2026-01-25,19:12,Sunday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27592,2026-01-25,19:14,Sunday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,5781
27593,2026-01-25,19:20,Sunday,SHEPPARD STATION,MUI,11,16,N,YU,5386
27594,2026-01-25,19:57,Sunday,KENNEDY BD STATION,SUUT,0,0,None,BD,0
27595,2026-01-25,20:00,Sunday,DUFFERIN STATION,EUSC,0,0,E,BD,5129
27596,2026-01-25,20:01,Sunday,EGLINTON STATION,MUIRS,5,10,N,YU,5386
27597,2026-01-25,20:17,Sunday,ROSEDALE STATION,MUIRS,0,0,None,YU,0
27598,2026-01-25,20:27,Sunday,KEELE STATION,PUTIS,37,43,W,BD,5232
27599,2026-01-25,20:28,Sunday,BLOOR STATION,MUPAA,0,0,N,YU,5906
27600,2026-01-25,21:16,Sunday,KEELE STATION,MUWEA,9,13,W,BD,5092
27601,2026-01-25,21:44,Sunday,KEELE STATION,PUTIS,0,0,W,BD,5325
27602,2026-01-25,22:18,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27603,2026-01-25,22:25,Sunday,KIPLING STATION,TUDOE,0,0,W,BD,5043
27604,2026-01-25,22:32,Sunday,ST CLAIR WEST STATION,MUPAA,10,15,N,YU,5981
27605,2026-01-25,22:40,Sunday,BLOOR STATION,SUAE,0,0,None,YU,0
27606,2026-01-25,22:53,Sunday,WILSON STATION (ON THE,MUWEA,0,0,N,YU,5651
27607,2026-01-25,22:55,Sunday,ISLINGTON STATION,PUTIS,55,59,W,BD,5232
27608,2026-01-25,22:56,Sunday,WARDEN STATION,MUIS,0,0,None,BD,0
27609,2026-01-25,23:30,Sunday,KEELE STATION,PUTIS,8,12,W,BD,5049
27610,2026-01-25,23:30,Sunday,SPADINA BD STATION,MUIRS,0,0,None,BD,0
27611,2026-01-25,23:36,Sunday,ROYAL YORK STATION,MUPAA,4,8,W,BD,5232
27612,2026-01-25,00:04,Sunday,COXWELL STATION,MUIS,0,0,None,BD,0
27613,2026-01-25,00:18,Sunday,BLOOR STATION,SUDP,6,10,N,YU,5546
27614,2026-01-25,00:25,Sunday,MUSEUM STATION,EUDO,4,10,S,YU,6026
27615,2026-01-25,00:50,Sunday,BLOOR STATION,SUO,5,9,N,YU,5426
27616,2026-01-25,00:58,Sunday,FINCH STATION,SUUT,6,11,S,YU,5641
27617,2026-01-25,01:10,Sunday,ST CLAIR STATION,MUIS,0,0,None,YU,0
27618,2026-01-25,01:17,Sunday,UNION STATION,MUIS,0,0,None,YU,0
27619,2026-01-25,01:25,Sunday,BLOOR STATION,SUO,10,14,N,YU,5586
27620,2026-01-25,01:49,Sunday,LAWRENCE STATION,PUTIS,0,0,N,YU,5346
27621,2026-01-25,01:53,Sunday,FINCH STATION,MUIS,0,0,None,YU,0
27622,2026-01-25,01:57,Sunday,YORK MILLS STATION,MUWEA,3,9,N,YU,5346
27623,2026-01-26,02:22,Monday,UNION STATION,SUDP,0,0,None,YU,0
27624,2026-01-26,02:37,Monday,ST CLAIR WEST STATION,MUI,0,0,N,YU,5775
27625,2026-01-26,02:46,Monday,LAWRENCE STATION,MUO,0,0,None,YU,0
27626,2026-01-26,04:01,Monday,KEELE STATION,PUTIS,0,0,None,BD,5049
27627,2026-01-26,04:07,Monday,UNION STATION,SUDP,0,0,None,YU,0
27628,2026-01-26,05:26,Monday,WARDEN STATION,PUSIS,0,0,E,BD,5002
27629,2026-01-26,05:49,Monday,DAVISVILLE STATION,MUWEA,4,6,S,YU,5946
27630,2026-01-26,05:50,Monday,WARDEN STATION,PUSIS,0,0,W,BD,5002
27631,2026-01-26,05:50,Monday,WOODBINE STATION,PUTIS,827,0,W,BD,5239
27632,2026-01-26,05:52,Monday,KEELE STATION,PUSIS,55,0,W,BD,5083
27633,2026-01-26,05:54,Monday,ST CLAIR & BLOOR,PUTIS,708,0,N,YU,6000
27634,2026-01-26,06:00,Monday,ST CLAIR WEST STATION,PUTIS,505,0,S,YU,6000
27635,2026-01-26,06:00,Monday,BROADVIEW STATION,EUOE,0,0,E,BD,5176
27636,2026-01-26,06:13,Monday,FINCH WEST STATION,TUML,3,6,N,YU,5891
27637,2026-01-26,06:39,Monday,ISLINGTON STATION,PUTIS,481,0,E,BD,5201
27638,2026-01-26,06:53,Monday,DUPONT STATION,PUTIS,0,0,S,YU,6056
27639,2026-01-26,07:11,Monday,WILSON DIVISION,MUIE,0,0,None,YU,0
27640,2026-01-26,07:33,Monday,ISLINGTON STATION,MUI,3,6,E,BD,5550
27641,2026-01-26,07:36,Monday,COXWELL STATION,MUWEA,0,0,E,BD,5182
27642,2026-01-26,07:39,Monday,EGLINTON STATION,MUIS,0,0,None,YU,0
27643,2026-01-26,07:42,Monday,ISLINGTON STATION,PUTIS,20,23,W,BD,5092
27644,2026-01-26,07:51,Monday,SPADINA YUS STATION,MUI,11,13,N,YU,5901
27645,2026-01-26,07:55,Monday,GREENWOOD STATION,MUWEA,0,0,E,BD,5323
27646,2026-01-26,07:58,Monday,SHERBOURNE STATION,MUWEA,4,6,W,BD,5133
27647,2026-01-26,08:06,Monday,RUNNYMEDE STATION,PUSIS,0,0,W,BD,5280
27648,2026-01-26,08:10,Monday,SPADINA BD STATION,MUWEA,4,6,W,BD,5133
27649,2026-01-26,08:13,Monday,KEELE STATION,PUTIS,9,12,W,BD,5332
27650,2026-01-26,08:21,Monday,ST GEORGE YUS STATION,EUO,4,6,S,YU,5956
27651,2026-01-26,08:33,Monday,OSSINGTON STATION,MUIS,0,0,None,BD,0
27652,2026-01-26,08:34,Monday,DAVISVILLE STATION,PUTIS,0,0,N,YU,5766
27653,2026-01-26,08:51,Monday,RUNNYMEDE STATION,PUSIS,0,0,W,BD,5144
27654,2026-01-26,08:58,Monday,KEELE STATION TO DUNDA,PUSIS,0,0,E,BD,5283
27655,2026-01-26,08:58,Monday,RUNNYMEDE STATION,PUSIS,0,0,W,BD,5297
27656,2026-01-26,09:03,Monday,UNION STATION,MUIRS,0,0,None,YU,0
27657,2026-01-26,09:35,Monday,ROYAL YORK STATION,MUIRS,0,0,None,BD,0
27658,2026-01-26,10:06,Monday,EGLINTON STATION,TUO,5,10,S,YU,5766
27659,2026-01-26,11:10,Monday,WOODBINE STATION,SUAP,0,0,None,BD,5074
27660,2026-01-26,11:30,Monday,ROYAL YORK STATION,PUTIS,3,6,E,BD,5263
27661,2026-01-26,11:46,Monday,ST CLAIR WEST STATION,MUSAN,3,6,S,YU,5866
27662,2026-01-26,11:54,Monday,BLOOR STATION,EUCA,4,7,N,YU,6096
27663,2026-01-26,12:05,Monday,SPADINA BD STATION,MUWEA,0,0,E,BD,5215
27664,2026-01-26,12:16,Monday,SHEPPARD STATION,SUDP,5,10,S,YU,5641
27665,2026-01-26,12:32,Monday,COXWELL STATION,TUOS,3,6,E,BD,5229
27666,2026-01-26,12:48,Monday,COXWELL STATION,MUDD,3,6,W,BD,5257
27667,2026-01-26,13:21,Monday,ST GEORGE YUS STATION,MUPAA,0,0,N,YU,5961
27668,2026-01-26,13:34,Monday,WELLESLEY STATION,SUAE,0,0,None,YU,0
27669,2026-01-26,13:35,Monday,COXWELL STATION,TUOS,0,0,W,BD,5112
27670,2026-01-26,13:46,Monday,ST CLAIR WEST STATION,MUIR,3,7,N,YU,5491
27671,2026-01-26,13:57,Monday,BATHURST STATION,MUSC,0,0,W,BD,5210
27672,2026-01-26,14:09,Monday,VMC STATION,EUATC,10,14,S,YU,5581
27673,2026-01-26,14:14,Monday,DONLANDS STATION,PUTIS,3,3,W,BD,0
27674,2026-01-26,14:44,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27675,2026-01-26,14:47,Monday,CEDARVALE YU STATION,PUTIS,4,8,S,YU,5886
27676,2026-01-26,14:55,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27677,2026-01-26,15:05,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27678,2026-01-26,15:15,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27679,2026-01-26,15:22,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27680,2026-01-26,15:35,Monday,ISLINGTON STATION,EUAL,4,8,E,BD,5244
27681,2026-01-26,15:35,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27682,2026-01-26,15:45,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
