id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
27683,2026-01-26,15:53,Monday,DONLANDS STATION,PUTIS,3,6,W,BD,0
27684,2026-01-26,15:53,Monday,BLOOR STATION,MUSAN,3,7,S,YU,5736
27685,2026-01-26,15:58,Monday,FINCH STATION,SUAP,3,7,S,YU,5946
27686,2026-01-26,16:01,Monday,KIPLING STATION,TUMVS,0,0,W,BD,5325
27687,2026-01-26,16:33,Monday,BATHURST STATION,TUOS,0,0,W,BD,5074
27688,2026-01-26,16:40,Monday,EGLINTON STATION,MUIS,0,0,None,YU,0
27689,2026-01-26,16:43,Monday,KIPLING STATION,PUTIS,0,0,E,BD,5129
27690,2026-01-26,16:54,Monday,SHEPPARD WEST STATION,MUIS,0,0,None,YU,0
27691,2026-01-26,17:15,Monday,SPADINA BD STATION,MUIRS,0,0,None,BD,0
27692,2026-01-26,17:52,Monday,FINCH STATION,MUIS,0,0,None,YU,0
27693,2026-01-26,18:19,Monday,OSGOODE STATION,MUWEA,18,20,S,YU,5461
27694,2026-01-26,18:30,Monday,PAPE STATION,SUDP,0,0,E,BD,5142
27695,2026-01-26,18:50,Monday,MAIN STREET STATION,MUIRS,0,0,None,BD,0
27696,2026-01-26,18:51,Monday,BLOOR STATION,EUTRD,5,9,N,YU,5506
27697,2026-01-26,18:58,Monday,WELLESLEY STATION,SUAP,0,0,N,YU,5666
27698,2026-01-26,19:28,Monday,BATHURST STATION,MUSC,0,0,W,BD,5083
27699,2026-01-26,19:37,Monday,MAIN STREET STATION,PUMEL,0,0,None,BD,0
27700,2026-01-26,19:44,Monday,ISLINGTON STATION,PUSIS,5,7,E,BD,5142
27701,2026-01-26,19:52,Monday,WOODBINE STATION,TUSC,0,0,E,BD,5170
27702,2026-01-26,19:54,Monday,DONLANDS STATION,TUOS,5,8,W,BD,5034
27703,2026-01-26,20:34,Monday,BLOOR STATION,SUUT,7,10,S,YU,6021
27704,2026-01-26,21:14,Monday,WELLESLEY STATION,SUAP,0,0,None,YU,0
27705,2026-01-26,21:29,Monday,COLLEGE STATION,MUIRS,0,0,None,YU,0
27706,2026-01-26,21:34,Monday,VMC STATION,TUO,5,10,S,YU,5966
27707,2026-01-26,21:45,Monday,PIONEER VILLAGE STATIO,TUO,7,10,S,YU,5966
27708,2026-01-26,21:50,Monday,COXWELL STATION,MUIS,0,0,W,BD,0
27709,2026-01-26,22:00,Monday,YONGE UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27710,2026-01-26,22:29,Monday,GLENCAIRN STATION,SUO,4,7,N,YU,5856
27711,2026-01-26,22:31,Monday,EGLINTON STATION,SUDP,0,0,None,YU,0
27712,2026-01-26,22:31,Monday,WARDEN STATION,PUSI,3,7,E,BD,5340
27713,2026-01-26,23:04,Monday,ST PATRICK STATION,MUPAA,4,9,S,YU,6066
27714,2026-01-26,23:06,Monday,DUNDAS WEST STATION,MUIS,0,0,None,BD,0
27715,2026-01-26,23:37,Monday,VMC STATION,SUO,5,10,S,YU,5666
27716,2026-01-26,23:58,Monday,SHEPPARD WEST STATION,EUOE,46,51,N,YU,5796
27717,2026-01-26,00:06,Monday,BATHURST STATION,SUO,0,0,None,BD,0
27718,2026-01-26,00:08,Monday,KEELE STATION,MUSC,0,0,W,BD,5084
27719,2026-01-26,00:20,Monday,WARDEN STATION,SUO,0,0,None,BD,0
27720,2026-01-26,00:23,Monday,FINCH WEST STATION,MUI,6,12,S,YU,6076
27721,2026-01-26,00:48,Monday,VMC STATION,MUIS,0,0,None,YU,0
27722,2026-01-26,01:02,Monday,KENNEDY BD STATION,PUCSC,13,18,W,BD,5350
27723,2026-01-26,01:26,Monday,VMC STATION,TUO,5,10,S,YU,6066
27724,2026-01-26,01:39,Monday,WARDEN STATION,PUTIS,15,20,E,BD,5303
27725,2026-01-26,01:43,Monday,WARDEN STATION,MUIE,0,0,E,BD,0
27726,2026-01-26,01:49,Monday,KIPLING STATION,MUIS,0,0,None,BD,0
27727,2026-01-26,01:57,Monday,VMC STATION,SUO,0,0,None,YU,5932
27728,2026-01-26,15:02,Monday,SHEPPARD-YONGE STATION,SUO,0,0,None,SHP,0
27729,2026-01-26,20:12,Monday,BAYVIEW STATION,MUIRS,0,0,W,SHP,0
27730,2026-01-27,02:20,Tuesday,EGLINTON STATION,TUATC,6,11,N,YU,6016
27731,2026-01-27,02:26,Tuesday,VMC STATION,MUIS,0,0,None,YU,5411
27732,2026-01-27,02:40,Tuesday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27733,2026-01-27,05:12,Tuesday,FINCH STATION,MUIS,0,0,None,YU,0
27734,2026-01-27,05:55,Tuesday,PAPE STATION,EUNT,5,8,W,BD,5033
27735,2026-01-27,05:55,Tuesday,GREENWOOD YARD,PUTIS,5,10,W,BD,5033
27736,2026-01-27,06:00,Tuesday,FINCH STATION,EUYRD,5,10,S,YU,5556
27737,2026-01-27,06:02,Tuesday,ST ANDREW STATION,PUTO,10,0,N,YU,6011
27738,2026-01-27,06:03,Tuesday,VMC STATION,MUO,12,0,S,YU,5826
27739,2026-01-27,06:08,Tuesday,HIGHWAY 407 STATION,MUO,6,8,S,YU,6131
27740,2026-01-27,06:08,Tuesday,UNION STATION,PUTWZ,6,0,N,YU,5986
27741,2026-01-27,06:14,Tuesday,DONLANDS STATION,MUWEA,0,0,W,BD,5000
27742,2026-01-27,06:14,Tuesday,WARDEN STATION,PUSIS,5,9,E,BD,5337
27743,2026-01-27,06:26,Tuesday,PAPE STATION,MUWEA,3,5,W,BD,5235
27744,2026-01-27,06:35,Tuesday,YORKDALE STATION,PUOPO,0,0,S,YU,6131
27745,2026-01-27,06:36,Tuesday,YONGE BD STATION,MUWEA,4,6,W,BD,5235
27746,2026-01-27,06:47,Tuesday,GREENWOOD YARD,TUMVS,0,0,W,BD,5370
27747,2026-01-27,06:48,Tuesday,OSSINGTON STATION,MUWEA,3,5,W,BD,5235
27748,2026-01-27,06:50,Tuesday,KENNEDY BD STATION,MUSC,0,0,W,BD,5034
27749,2026-01-27,06:51,Tuesday,DONLANDS STATION,MUWEA,5,10,W,BD,5000
27750,2026-01-27,06:54,Tuesday,WILSON YARD,MUWEA,10,12,S,YU,6101
27751,2026-01-27,06:58,Tuesday,WILSON STATION,MUWEA,3,5,S,YU,6101
27752,2026-01-27,06:59,Tuesday,GREENWOOD STATION,MUWEA,5,10,E,BD,5000
27753,2026-01-27,07:01,Tuesday,BAY STATION,SUUT,69,71,E,BD,5142
27754,2026-01-27,07:04,Tuesday,GREENWOOD STATION,MUWEA,4,8,E,BD,5000
27755,2026-01-27,07:05,Tuesday,GREENWOOD STATION,MUWEA,16,20,W,BD,5187
27756,2026-01-27,07:08,Tuesday,GREENWOOD STATION,MUWEA,4,8,E,BD,5000
27757,2026-01-27,07:09,Tuesday,CHESTER STATION,TUMVS,4,6,W,BD,5062
27758,2026-01-27,07:18,Tuesday,GREENWOOD STATION,MUWEA,5,10,E,BD,5000
27759,2026-01-27,07:22,Tuesday,GREENWOOD STATION,MUWEA,4,8,E,BD,5000
27760,2026-01-27,07:23,Tuesday,WILSON STATION,MUWEA,0,0,S,YU,5891
27761,2026-01-27,07:27,Tuesday,GREENWOOD STATION,MUWEA,5,10,E,BD,5000
27762,2026-01-27,07:44,Tuesday,HIGH PARK STATION,PUSIS,0,0,E,BD,5001
27763,2026-01-27,07:50,Tuesday,HIGH PARK STATION,PUSIS,0,0,E,BD,5337
27764,2026-01-27,07:55,Tuesday,HIGH PARK STATION,PUSIS,0,0,E,BD,5173
27765,2026-01-27,08:00,Tuesday,HIGH PARK STATION,PUSIS,0,0,E,BD,5026
27766,2026-01-27,08:04,Tuesday,LAWRENCE STATION,MUPAA,0,0,N,YU,5936
27767,2026-01-27,08:06,Tuesday,HIGH PARK STATION,MUSC,0,0,E,BD,5302
27768,2026-01-27,08:07,Tuesday,LANSDOWNE STATION,PUMST,0,0,None,BD,0
27769,2026-01-27,08:17,Tuesday,WILSON STATION,MUWEA,0,0,S,YU,5556
27770,2026-01-27,08:37,Tuesday,CASTLE FRANK STATION,MUD,9,12,W,BD,5325
27771,2026-01-27,08:44,Tuesday,WARDEN STATION,PUSIS,5,8,E,BD,5182
27772,2026-01-27,08:46,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5036
27773,2026-01-27,08:51,Tuesday,DAVISVILLE STATION,MUI,3,6,S,YU,6011
27774,2026-01-27,09:03,Tuesday,BAY STATION,MUWEA,3,6,W,BD,5346
27775,2026-01-27,09:12,Tuesday,COXWELL STATION,MUSC,0,0,W,BD,5190
27776,2026-01-27,09:21,Tuesday,COXWELL STATION,MUSC,0,0,E,BD,5251
27777,2026-01-27,09:33,Tuesday,DONLANDS STATION,MUWEA,5,8,W,BD,5309
27778,2026-01-27,09:41,Tuesday,WARDEN STATION,PUSIS,5,8,W,BD,5616
27779,2026-01-27,09:54,Tuesday,KIPLING STATION,MUIRS,0,0,None,BD,0
27780,2026-01-27,10:06,Tuesday,WELLESLEY STATION,EUDO,3,5,S,YU,5466
27781,2026-01-27,10:30,Tuesday,WARDEN STATION,MUWEA,21,24,W,BD,5220
27782,2026-01-27,10:31,Tuesday,KIPLING STATION,PUMST,0,0,None,BD,0
27783,2026-01-27,10:37,Tuesday,BATHURST STATION,MUIRS,0,0,None,BD,0
27784,2026-01-27,10:41,Tuesday,VICTORIA PARK STATION,PUSIS,0,0,E,BD,5333
27785,2026-01-27,11:24,Tuesday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5334
27786,2026-01-27,11:28,Tuesday,WILSON STATION,MUO,0,0,S,YU,0
27787,2026-01-27,11:32,Tuesday,WARDEN STATION,MUO,3,6,W,BD,5190
27788,2026-01-27,11:34,Tuesday,ISLINGTON STATION,TUO,0,0,None,BD,0
27789,2026-01-27,11:52,Tuesday,RUNNYMEDE STATION,MUIS,0,0,None,BD,0
27790,2026-01-27,11:55,Tuesday,WILSON STATION,MUSAN,4,8,S,YU,5666
27791,2026-01-27,12:22,Tuesday,YORK MILLS STATION,MUSAN,3,6,N,YU,5556
27792,2026-01-27,13:00,Tuesday,SPADINA YUS STATION,PUMST,0,0,None,YU,0
27793,2026-01-27,13:06,Tuesday,QUEEN'S PARK STATION,PUMO,0,0,None,YU,0
27794,2026-01-27,13:17,Tuesday,WILSON STATION,PUMEL,0,0,None,YU,0
27795,2026-01-27,13:34,Tuesday,YORK MILLS STATION,MUIRS,0,0,None,YU,0
27796,2026-01-27,13:34,Tuesday,CLEAR FINCH STATION-PL,EUNT,4,8,S,YU,5411
27797,2026-01-27,13:41,Tuesday,SUMMERHILL STATION,PUMO,0,0,None,YU,0
27798,2026-01-27,13:44,Tuesday,VICTORIA PARK STATION,TUOS,4,7,W,BD,5231
27799,2026-01-27,14:24,Tuesday,TMU STATION,PUOPO,5,8,N,YU,6026
27800,2026-01-27,14:28,Tuesday,KIPLING STATION,MUSAN,8,11,E,BD,5001
27801,2026-01-27,14:41,Tuesday,WILSON STATION,EUAC,3,6,S,YU,5461
27802,2026-01-27,14:46,Tuesday,DAVISVILLE STATION,MUPAA,6,9,N,YU,6071
27803,2026-01-27,15:03,Tuesday,ST CLAIR STATION,TUO,3,6,N,YU,5546
27804,2026-01-27,15:34,Tuesday,KIPLING STATION,MUO,0,0,E,BD,5053
27805,2026-01-27,16:05,Tuesday,FINCH STATION,SUDP,0,0,None,YU,5551
27806,2026-01-27,16:14,Tuesday,WOODBINE STATION,MUWEA,17,19,E,BD,5149
27807,2026-01-27,16:26,Tuesday,MAIN STREET STATION,PUSO,0,0,W,BD,5068
27808,2026-01-27,16:32,Tuesday,WILSON STATION,MUWEA,0,0,S,YU,5381
27809,2026-01-27,16:39,Tuesday,GREENWOOD STATION,MUWEA,5,10,E,BD,5000
27810,2026-01-27,16:43,Tuesday,ST GEORGE BD STATION,MUIR,3,5,W,BD,5068
27811,2026-01-27,16:43,Tuesday,WILSON STATION,MUWEA,3,5,S,YU,5816
27812,2026-01-27,17:00,Tuesday,DAVISVILLE BUILD UP,EUO,3,6,S,YU,5916
27813,2026-01-27,17:03,Tuesday,MUSEUM STATION,MUWEA,3,6,S,YU,5381
27814,2026-01-27,17:19,Tuesday,TMU STATION,MUO,5,8,S,YU,5831
27815,2026-01-27,17:21,Tuesday,HIGH PARK STATION,PUMEL,0,0,None,BD,0
27816,2026-01-27,17:32,Tuesday,VICTORIA PARK STATION,PUSIS,5,7,W,BD,5168
27817,2026-01-27,17:34,Tuesday,TMU STATION,MUO,5,7,N,YU,5506
27818,2026-01-27,17:35,Tuesday,KIPLING STATION,PUMST,0,0,None,BD,0
27819,2026-01-27,17:45,Tuesday,SHERBOURNE STATION,PUMST,0,0,None,BD,0
27820,2026-01-27,18:05,Tuesday,KENNEDY BD STATION,SUDP,0,0,None,BD,0
27821,2026-01-27,18:16,Tuesday,COLLEGE STATION,SUAE,0,0,None,YU,0
27822,2026-01-27,18:23,Tuesday,KING STATION,SUAP,0,0,None,YU,6002
27823,2026-01-27,18:26,Tuesday,VMC STATION,MUPAA,0,0,S,YU,5831
27824,2026-01-27,18:53,Tuesday,SHEPPARD STATION,SUO,0,0,S,YU,0
27825,2026-01-27,19:03,Tuesday,OSGOODE STATION,MUWEA,3,6,N,YU,5456
27826,2026-01-27,19:06,Tuesday,BLOOR STATION,SUO,0,0,S,YU,6081
27827,2026-01-27,19:10,Tuesday,YONGE BD STATION,MUPLC,0,0,W,BD,5362
27828,2026-01-27,19:24,Tuesday,CHRISTIE STATION,SUO,18,22,E,BD,5291
27829,2026-01-27,19:47,Tuesday,ISLINGTON STATION,PUSIS,3,8,E,BD,5229
27830,2026-01-27,19:52,Tuesday,ISLINGTON STATION,PUSIS,0,0,E,BD,5199
27831,2026-01-27,19:58,Tuesday,SPADINA YUS STATION,PUCSC,0,0,N,YU,5731
27832,2026-01-27,20:04,Tuesday,FINCH STATION,MUIR,3,6,N,YU,5831
27833,2026-01-27,20:11,Tuesday,SPADINA BD STATION,SUO,6,10,W,BD,5168
27834,2026-01-27,20:19,Tuesday,FINCH WEST STATION,MUIS,0,0,None,YU,0
27835,2026-01-27,20:22,Tuesday,OSGOODE STATION,MUSAN,4,8,S,YU,5606
27836,2026-01-27,20:35,Tuesday,DUFFERIN STATION,TUO,21,24,E,BD,5051
27837,2026-01-27,20:35,Tuesday,FINCH STATION,PUMEL,0,0,None,YU,0
27838,2026-01-27,21:33,Tuesday,WARDEN STATION,MUWEA,3,8,E,BD,5232
27839,2026-01-27,21:39,Tuesday,EGLINTON STATION,MUIR,10,13,N,YU,6126
27840,2026-01-27,21:55,Tuesday,UNION STATION,SUAE,0,0,None,YU,0
27841,2026-01-27,22:00,Tuesday,YONGE UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27842,2026-01-27,22:08,Tuesday,ST CLAIR STATION,MUIS,0,0,None,YU,0
27843,2026-01-27,22:09,Tuesday,WELLESLEY STATION,MUIR,4,9,N,YU,5786
27844,2026-01-27,22:14,Tuesday,CEDARVALE YU STATION,SUAP,0,0,None,YU,0
27845,2026-01-27,22:37,Tuesday,UNION STATION,SUUT,0,0,S,YU,6061
27846,2026-01-27,22:59,Tuesday,OSSINGTON STATION,SUO,14,19,W,BD,5306
27847,2026-01-27,23:00,Tuesday,FINCH TO EGLINTON STAT,MUCP,0,0,N,YU,5596
27848,2026-01-27,23:08,Tuesday,YORK MILLS STATION,SUDP,0,0,None,YU,0
27849,2026-01-27,23:19,Tuesday,FINCH STATION,MUSAN,9,0,N,YU,5691
27850,2026-01-27,23:24,Tuesday,FINCH STATION,MUIS,0,0,None,YU,0
27851,2026-01-27,23:27,Tuesday,FINCH STATION,SUDP,5,10,S,YU,5691
27852,2026-01-27,23:32,Tuesday,EGLINTON STATION,MUIS,0,0,None,YU,5411
27853,2026-01-27,23:52,Tuesday,EGLINTON STATION,TUATC,5,10,S,YU,5976
27854,2026-01-27,23:58,Tuesday,OSSINGTON STATION,MUIS,0,0,None,BD,0
27855,2026-01-27,00:18,Tuesday,UNION STATION,SUDP,0,0,S,YU,5666
27856,2026-01-27,00:23,Tuesday,SHERBOURNE STATION,SUAP,0,0,E,BD,0
27857,2026-01-27,00:38,Tuesday,YONGE BD STATION,SUO,0,0,None,BD,0
27858,2026-01-27,00:39,Tuesday,DAVISVILLE STATION,EUVE,40,45,N,YU,5936
27859,2026-01-27,00:54,Tuesday,FINCH STATION,MUIS,0,0,None,YU,0
27860,2026-01-27,00:58,Tuesday,EGLINTON STATION,TUCC,30,35,S,YU,5731
27861,2026-01-27,01:33,Tuesday,VICTORIA PARK STATION,MUWEA,24,29,E,BD,5178
27862,2026-01-27,12:46,Tuesday,DON MILLS STATION,PUMEL,0,0,None,SHP,0
27863,2026-01-27,15:30,Tuesday,DON MILLS STATION,MUO,0,0,W,SHP,6156
27864,2026-01-27,20:22,Tuesday,DON MILLS STATION,TUSC,0,0,E,SHP,6146
27865,2026-01-27,20:57,Tuesday,DON MILLS STATION,MUTO,7,12,E,SHP,6146
27866,2026-01-28,02:25,Wednesday,VMC STATION,SUO,0,0,S,YU,5496
27867,2026-01-28,02:48,Wednesday,SHEPPARD STATION,PUTTP,0,0,None,YU,0
27868,2026-01-28,02:52,Wednesday,N/O SHEPPARD TO FINCH,PUTTP,0,0,None,None,0
27869,2026-01-28,02:59,Wednesday,CHRISTIE STATION,SUUT,0,0,None,BD,0
27870,2026-01-28,03:11,Wednesday,GREENWOOD YARD,PUTOE,0,0,None,BD,0
27871,2026-01-28,03:39,Wednesday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27872,2026-01-28,05:49,Wednesday,KEELE STATION,PUTWZ,5,0,E,BD,5053
27873,2026-01-28,05:51,Wednesday,CHRISTIE STATION,MUWEA,4,8,W,BD,5178
27874,2026-01-28,05:52,Wednesday,TMU STATION,SUAP,0,0,S,YU,0
27875,2026-01-28,06:02,Wednesday,UNION STATION,PUTWZ,8,0,S,YU,5671
27876,2026-01-28,06:03,Wednesday,GREENWOOD STATION,EUNEA,0,0,E,BD,5064
27877,2026-01-28,06:34,Wednesday,SHEPPARD STATION,SUO,0,0,None,YU,0
27878,2026-01-28,06:55,Wednesday,ROYAL YORK STATION,MUIRS,0,0,None,BD,0
27879,2026-01-28,07:34,Wednesday,BLOOR STATION,SUDP,0,0,S,YU,5526
27880,2026-01-28,07:52,Wednesday,ST GEORGE BD STATION,SUG,0,0,None,BD,0
27881,2026-01-28,08:06,Wednesday,ISLINGTON STATION,MUSC,0,0,W,BD,5251
27882,2026-01-28,08:21,Wednesday,BAY STATION,SUUT,0,0,None,BD,0
27883,2026-01-28,08:30,Wednesday,QUEEN STATION,MUIR,4,6,S,YU,5896
27884,2026-01-28,08:31,Wednesday,ST GEORGE YUS STATION,MUO,0,0,S,YU,0
27885,2026-01-28,08:39,Wednesday,HIGH PARK STATION,PUMO,0,0,None,BD,0
27886,2026-01-28,08:53,Wednesday,BLOOR STATION,MUIS,0,0,S,YU,0
27887,2026-01-28,09:01,Wednesday,WARDEN STATION,MUDD,10,12,E,BD,5142
27888,2026-01-28,09:12,Wednesday,KIPLING STATION,PUSIS,3,5,E,BD,5002
27889,2026-01-28,09:16,Wednesday,DONLANDS STATION,EUNT,4,6,W,BD,5210
27890,2026-01-28,09:31,Wednesday,MAIN STREET STATION,EUSC,0,0,W,BD,5175
27891,2026-01-28,10:22,Wednesday,KEELE YARD,PUTIS,4,8,None,BD,5097
27892,2026-01-28,10:29,Wednesday,GREENWOOD STATION,MUPAA,0,0,W,BD,5277
27893,2026-01-28,11:11,Wednesday,FINCH WEST STATION,SUO,0,0,None,YU,0
27894,2026-01-28,11:14,Wednesday,FINCH WEST STATION,SUAP,0,0,N,YU,5751
27895,2026-01-28,11:24,Wednesday,FINCH WEST STATION,TUO,10,13,S,YU,5381
27896,2026-01-28,11:24,Wednesday,DAVISVILLE STATION,PUTWZ,0,0,S,YU,0
27897,2026-01-28,11:43,Wednesday,VICTORIA PARK STATION,PUSTS,3,6,E,BD,5108
27898,2026-01-28,11:53,Wednesday,MAIN STREET STATION,PUMO,0,0,None,BD,0
27899,2026-01-28,12:00,Wednesday,KING STATION,PUOPO,0,0,N,YU,5506
27900,2026-01-28,12:37,Wednesday,DOWNSVIEW PARK STATION,SUO,3,6,S,YU,5691
27901,2026-01-28,13:06,Wednesday,LANSDOWNE STATION,SUO,0,0,None,BD,0
27902,2026-01-28,13:46,Wednesday,BATHURST STATION,SUO,0,0,None,BD,0
27903,2026-01-28,14:57,Wednesday,VMC STATION,EUBO,3,6,S,YU,5421
27904,2026-01-28,14:58,Wednesday,FINCH STATION,MUIR,3,6,S,YU,5671
27905,2026-01-28,15:09,Wednesday,NORTH YORK CTR STATION,SUDP,0,0,S,YU,5871
27906,2026-01-28,15:13,Wednesday,KIPLING STATION,MUO,3,5,E,BD,5289
27907,2026-01-28,15:16,Wednesday,YONGE BD STATION,PUMST,0,0,None,BD,0
27908,2026-01-28,15:24,Wednesday,MAIN STREET STATION,SUO,0,0,None,BD,0
27909,2026-01-28,15:29,Wednesday,SPADINA YUS STATION,MUIS,0,0,None,YU,0
27910,2026-01-28,15:39,Wednesday,EGLINTON STATION,PUMEL,0,0,None,YU,0
27911,2026-01-28,15:40,Wednesday,CEDARVALE YU STATION,TUO,0,0,None,YU,0
27912,2026-01-28,15:50,Wednesday,OSSINGTON STATION,SUAP,0,0,W,BD,0
27913,2026-01-28,15:54,Wednesday,NORTH YORK CTR STATION,TUO,9,12,S,YU,5811
27914,2026-01-28,15:57,Wednesday,ST GEORGE BD STATION,MUIRS,0,0,W,BD,0
27915,2026-01-28,16:02,Wednesday,UNION STATION,MUIRS,0,0,None,YU,0
27916,2026-01-28,16:28,Wednesday,VMC STATION,SUDP,0,0,None,YU,0
27917,2026-01-28,16:39,Wednesday,NORTH YORK CTR STATION,PUOPO,6,9,N,YU,5911
27918,2026-01-28,16:39,Wednesday,WILSON STATION,MUSAN,3,5,N,YU,5751
27919,2026-01-28,16:40,Wednesday,WILSON STATION,MUWEA,11,13,S,YU,5581
27920,2026-01-28,17:09,Wednesday,VICTORIA PARK STATION,PUMEL,0,0,W,BD,0
27921,2026-01-28,17:12,Wednesday,WILSON STATION,MUWEA,18,20,S,YU,5936
27922,2026-01-28,17:13,Wednesday,SUMMERHILL STATION,TUATC,5,7,S,YU,5921
27923,2026-01-28,17:20,Wednesday,WILSON STATION,MUWEA,3,6,S,YU,6019
27924,2026-01-28,17:55,Wednesday,KIPLING STATION,SUDP,0,0,None,BD,0
27925,2026-01-28,17:57,Wednesday,FINCH STATION,PUMEL,0,0,None,YU,0
27926,2026-01-28,18:21,Wednesday,UNION STATION,MUIRS,0,0,None,YU,0
27927,2026-01-28,18:36,Wednesday,EGLINTON STATION,MUIRS,0,0,S,YU,0
27928,2026-01-28,19:37,Wednesday,TMU STATION,MUIR,5,7,S,YU,5426
27929,2026-01-28,19:49,Wednesday,ISLINGTON STATION,PUTIS,4,8,E,BD,5257
27930,2026-01-28,20:07,Wednesday,YONGE BD STATION,SUO,0,0,None,BD,0
27931,2026-01-28,20:11,Wednesday,CHRISTIE STATION,SUDP,0,0,None,BD,0
27932,2026-01-28,20:35,Wednesday,MAIN STREET STATION,MUIRS,0,0,E,BD,0
27933,2026-01-28,20:59,Wednesday,PAPE STATION,SUO,0,0,None,BD,0
27934,2026-01-28,21:31,Wednesday,HIGH PARK STATION,MUIR,4,8,W,BD,5092
27935,2026-01-28,21:58,Wednesday,SPADINA BD STATION,MUDD,6,10,W,BD,5122
27936,2026-01-28,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
27937,2026-01-28,22:10,Wednesday,YONGE STATION,MUIE,0,0,None,BD,0
27938,2026-01-28,22:10,Wednesday,COXWELL STATION,SUDP,0,0,E,BD,5255
27939,2026-01-28,22:46,Wednesday,QUEEN STATION,SUO,3,8,N,YU,5976
27940,2026-01-28,23:06,Wednesday,DOWNSVIEW PARK STATION,MUIS,0,0,None,YU,0
27941,2026-01-28,23:36,Wednesday,KING STATION,MUIRS,0,0,S,YU,0
27942,2026-01-28,23:40,Wednesday,SHERBOURNE STATION,SUUT,0,0,W,BD,0
27943,2026-01-28,23:57,Wednesday,MAIN STREET STATION,SUDP,0,0,E,BD,0
27944,2026-01-28,00:27,Wednesday,ST CLAIR WEST STATION,SUO,0,0,N,YU,0
27945,2026-01-28,00:29,Wednesday,ST GEORGE BD STATION,PUMO,0,0,None,BD,0
27946,2026-01-28,01:16,Wednesday,WARDEN STATION,PUTIS,15,19,E,BD,5701
27947,2026-01-28,01:26,Wednesday,WARDEN STATION,PUTIS,7,11,E,BD,5064
27948,2026-01-28,01:48,Wednesday,PAPE STATION,MUIRS,0,0,W,BD,5227
27949,2026-01-28,05:19,Wednesday,SHEPPARD-YONGE STATION,PUOPO,0,0,E,SHP,6146
27950,2026-01-28,05:43,Wednesday,DON MILLS STATION,MUSC,0,0,W,SHP,6156
27951,2026-01-28,05:45,Wednesday,DON MILLS STATION TO L,TUSC,0,0,W,SHP,6156
27952,2026-01-28,05:49,Wednesday,DON MILLS STATION,EUBK,7,12,W,SHP,6156
27953,2026-01-28,18:04,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6166
27954,2026-01-28,20:43,Wednesday,SHEPPARD-YONGE STATION,EUO,5,10,E,SHP,6156
27955,2026-01-29,02:09,Thursday,ST GEORGE YUS STATION,PUMO,0,0,None,YU,0
27956,2026-01-29,02:11,Thursday,UNION STATION,MUIRS,0,0,None,YU,0
27957,2026-01-29,02:24,Thursday,VMC STATION,MUIS,0,0,None,YU,0
27958,2026-01-29,03:21,Thursday,VMC STATION,SUO,0,0,None,YU,0
27959,2026-01-29,03:27,Thursday,UNION STATION,MUIS,0,0,None,YU,0
27960,2026-01-29,05:39,Thursday,SHEPPARD STATION,SUO,0,0,None,YU,0
27961,2026-01-29,06:02,Thursday,ST CLAIR WEST STATION,PUTWZ,4,0,S,YU,5416
27962,2026-01-29,06:02,Thursday,UNION STATION TO ST AN,PUTWZ,8,0,None,YU,6131
27963,2026-01-29,06:07,Thursday,BLOOR STATION,PUTWZ,3,0,S,YU,5771
27964,2026-01-29,06:25,Thursday,WELLESLEY STATION,MUPAA,0,0,S,YU,5971
27965,2026-01-29,06:42,Thursday,KIPLING STATION,MUSC,0,0,W,BD,5106
27966,2026-01-29,07:02,Thursday,QUEEN STATION,PUATC,0,0,N,YU,5846
27967,2026-01-29,07:08,Thursday,YONGE BD STATION,SUO,0,0,None,BD,0
27968,2026-01-29,07:35,Thursday,BLOOR STATION,SUAP,0,0,S,YU,0
27969,2026-01-29,07:47,Thursday,DUNDAS WEST STATION,PUMEL,0,0,None,BD,0
27970,2026-01-29,07:56,Thursday,SPADINA YUS STATION,MUIRS,0,0,None,YU,0
27971,2026-01-29,08:00,Thursday,ST GEORGE YUS STATION,MUIR,4,6,S,YU,5506
27972,2026-01-29,08:18,Thursday,CHESTER STATION,EUSC,0,0,W,BD,5280
27973,2026-01-29,08:38,Thursday,KENNEDY BD STATION,MUIS,0,0,None,BD,0
27974,2026-01-29,08:51,Thursday,DAVISVILLE STATION,SUDP,8,12,N,YU,5381
27975,2026-01-29,09:02,Thursday,UNION STATION- TO KING,MUO,4,6,N,YU,5716
27976,2026-01-29,09:30,Thursday,UNION STATION,SUG,4,6,S,YU,6001
27977,2026-01-29,09:31,Thursday,HIGH PARK STATION,MUIRS,0,0,None,BD,0
27978,2026-01-29,09:50,Thursday,LANSDOWNE STATION,TUNCA,0,0,None,BD,0
27979,2026-01-29,10:43,Thursday,KIPLING STATION,MUPAA,0,0,E,BD,5106
27980,2026-01-29,10:46,Thursday,KIPLING STATION,MUSC,0,0,E,BD,5106
